Epoch: [RMSE Score] [CRPS Score]
1, [114.74647623  11.32609251   7.80805028   7.3776806 ], [64.12646665  6.63288957  4.62003971  4.30119351] 
2, [114.23314356  11.42239956   8.36424411   7.03146115], [63.29906129  6.48783865  4.73321635  4.0635047 ] 
3, [113.75824183  11.60060635   8.38244846   7.29523353], [62.91474955  6.45054187  4.72302167  4.19786897] 
4, [112.98390326  12.37576763   8.30767334   6.90625482], [61.96597884  6.8276418   4.73116278  3.97358122] 
5, [112.22302798   8.91595055   5.74744971   4.84860128], [61.85046357  5.10406782  3.27948824  2.78501816] 
6, [109.3399197    6.53780768   5.14962391   4.64766721], [59.37525327  3.79087698  2.97445271  2.57972625] 
7, [100.5104634    5.95770789   4.8446286    4.92965505], [55.39178693  3.35495785  2.7572778   2.70164579] 
8, [103.27632749   5.37501425   4.37919736   5.08014316], [53.35999943  3.11368302  2.50335808  2.80425608] 
9, [96.06356599  7.14438509  5.20744711  4.48176668], [50.42627523  3.95217742  2.99472958  2.51615253] 
10, [85.6021181   5.16753511  4.28569591  4.40879586], [46.9989857   2.96259668  2.46240732  2.46821298] 
11, [80.41790543  4.83485115  4.21389493  4.70770345], [43.48639564  2.63753734  2.41988086  2.62429065] 
12, [77.08448804  4.82394703  3.76847053  4.41301159], [41.56671121  2.6885697   2.13356208  2.45768505] 
13, [75.60693425  4.61672578  3.6118545   4.89714928], [41.21700927  2.5536744   2.04129652  2.75590258] 
14, [74.47069664  4.71220037  3.67142641  4.60192292], [39.89058649  2.57044797  2.07641497  2.62517075] 
15, [75.24979798  4.26180201  3.90716509  4.42641607], [39.50075052  2.33112466  2.22617639  2.44876381] 
16, [78.10151672  4.76527926  3.65987487  4.96965777], [41.79461996  2.70053966  2.0458083   2.76601615] 
17, [76.50434577  4.55995061  4.16049208  4.52829683], [40.4055821   2.45415359  2.34999028  2.51604934] 
18, [74.72574888  4.91582657  3.66314952  4.34895721], [40.37672115  2.62056003  2.06850371  2.43116269] 
19, [72.5087647   3.90185047  3.83137295  4.56515839], [37.81299594  2.09524116  2.22374874  2.51722896] 
20, [75.00347031  4.77303109  3.47447151  4.74984579], [39.3196226   2.61171614  1.9576168   2.7189051 ] 
21, [73.44607731  3.78210711  3.33126314  5.42773158], [38.55931214  2.11351019  1.89106328  3.05937054] 
22, [72.01646434  4.52135827  3.61888113  3.97516767], [37.7036166   2.3814213   2.03398749  2.22462557] 
23, [72.68568819  3.76704829  3.30553606  4.64551686], [37.95193903  2.01792966  1.90685794  2.5309055 ] 
24, [69.82656946  3.87324041  3.85056262  4.19097973], [36.5275977   2.00423969  2.19881409  2.33350721] 
25, [73.35399838  3.42254803  2.99423995  4.25867651], [39.10905316  1.85352055  1.69052904  2.32263705] 
26, [69.42118423  3.53844343  3.08168794  3.80296014], [35.83200328  1.86959285  1.7334668   2.06898668] 
27, [70.51862078  3.24260951  2.95551454  3.71802975], [37.10730662  1.74371398  1.68311521  2.06750444] 
28, [64.66203923  3.11920374  2.78453884  4.41328989], [33.86395078  1.66234051  1.58054845  2.368014  ] 
29, [70.08881815  3.55121532  2.82090391  3.79963745], [36.29912591  1.83890359  1.58710393  2.2291485 ] 
30, [68.60930715  3.88473743  3.07182113  3.20422736], [35.52563632  1.98691639  1.7753907   1.86387493] 
31, [67.14448214  3.15597765  2.63508121  3.29277258], [35.27564161  1.5948705   1.51611982  1.9011691 ] 
32, [65.3582295   3.2389019   3.67176569  3.39696961], [33.7442714   1.73766976  2.1089092   1.80465842] 
33, [67.4476072   3.21805596  2.76455953  3.54501109], [34.44136664  1.79119348  1.60249128  1.98328547] 
34, [64.77943026  4.67363499  3.1611067   2.73982939], [34.16656073  2.55730645  1.77785325  1.5393451 ] 
35, [64.58595003  4.52538251  2.77848114  3.05273246], [33.44173264  2.53512231  1.60217134  1.68224832] 
36, [68.56597325  3.95880702  3.24874579  2.76686874], [36.40937447  2.14327293  1.80363246  1.535008  ] 
37, [61.34104409  3.39679227  2.6800187   2.62022134], [31.78606866  1.76590862  1.4912571   1.4368555 ] 
38, [65.02042093  3.29305582  2.43598355  3.13624386], [33.86740168  1.70625818  1.37627127  1.68593621] 
39, [62.7504674   3.01874257  2.36799357  2.72432482], [33.2843908   1.52822182  1.32633336  1.51955557] 
40, [63.78586597  2.98769252  2.48508957  2.51635836], [33.35146009  1.56143561  1.41190153  1.39192131] 
41, [63.03009396  3.53947048  2.36154433  2.90594249], [32.70324119  1.76902526  1.32303732  1.54887861] 
42, [63.9452231   3.30195004  2.18427995  2.65950141], [33.65847864  1.84803227  1.24486972  1.45124265] 
43, [67.91154409  3.07335165  2.25419662  2.74077317], [34.26584625  1.61134682  1.26462492  1.4865616 ] 
44, [62.60744646  3.04935671  2.33111605  2.5887275 ], [32.61680857  1.60318707  1.31256193  1.38837381] 
45, [62.07128946  3.27928021  2.38149255  2.47447788], [32.61634498  1.73292126  1.39560252  1.32630444] 
46, [63.61145479  3.96217809  3.45292368  2.42453982], [33.49807789  2.1192326   1.99272138  1.32851697] 
47, [61.94436099  3.35754542  3.21422253  2.69929955], [32.06470826  1.79662843  1.83858973  1.48884052] 
48, [61.41481272  3.04526302  2.60576519  2.89668798], [32.05933628  1.61701085  1.50356337  1.51710731] 
49, [64.17977931  3.19198025  2.63734129  2.44175869], [33.15457425  1.61679203  1.48133865  1.33307882] 
50, [69.01593128  3.20717739  2.61890393  2.22674095], [35.48563471  1.65299926  1.45524419  1.20904087] 
51, [61.22793771  3.17793128  2.8876312   2.50997113], [31.64639779  1.66354869  1.60416574  1.35490661] 
