Epoch: [RMSE Score] [CRPS Score]
1,[80.1190323  16.68910475 13.85944983 11.44029322],[43.36287321 10.03017758  8.26402349  6.76017065],137.49444580078125,137.49444580078125,1
2,[79.90806638 15.8633955  13.19011414 11.14312217],[43.21905521  9.60786678  7.91400799  6.8629894 ],131.74732398986816,131.74732398986816,2
3,[82.07454766 11.73440817  9.68298327  8.10157098],[43.470818    6.84468048  5.60388801  4.66281392],123.80798721313477,123.80798721313477,3
4,[78.93014171  7.3020561   6.25625061  4.43157602],[42.83202998  4.34669976  3.58805775  2.62696743],104.19565010070801,104.19565010070801,4
5,[79.60340668  5.09134754  5.14638731  4.80558824],[42.49497991  2.81642047  2.96948276  2.60092787],83.66295957565308,83.66295957565308,5
6,[76.83378037  5.12373867  4.61821761  4.20956321],[40.31465442  2.61497761  2.63818619  2.33405557],75.3387336730957,75.3387336730957,6
7,[76.72081136  5.09977682  4.91616524  4.45195656],[39.80231242  2.68253191  2.70017788  2.38821553],65.39800691604614,65.39800691604614,7
8,[71.45783409  4.95602959  4.63195778  3.33616684],[35.98604323  2.79044576  2.62227023  1.87592094],64.35030794143677,64.35030794143677,8
9,[72.07769882  5.24818666  6.57436536  4.74360201],[36.3191674   3.00643774  3.74999283  2.50832176],78.95216464996338,64.35030794143677,8
10,[66.27531475  4.70680107  4.04845887  2.96698844],[33.0045127   2.64286076  2.82773359  1.82714346],74.32271671295166,64.35030794143677,8
11,[61.94786893  4.51911142  4.24316822  3.96485019],[30.47790638  2.46805811  2.46798039  2.16413095],59.22259473800659,59.22259473800659,11
12,[57.93509269  3.97038279  3.75969626  3.31356047],[28.5697231   2.15609707  2.13475802  1.84679645],48.82697343826294,48.82697343826294,12
13,[57.4321986   4.03360714  3.68015001  3.29697944],[27.74127919  2.22014334  2.13169052  1.78834019],43.33524799346924,43.33524799346924,13
14,[58.01436597  4.35648781  3.76621878  3.24398457],[28.07836339  2.39485577  2.1474843   1.8768842 ],44.41794013977051,43.33524799346924,13
15,[58.1850153   4.7539934   3.95749672  3.35980839],[27.92000738  2.50468674  2.27978281  1.95329516],46.03752541542053,43.33524799346924,13
16,[58.15191349  3.8353547   3.33499877  3.61737275],[27.82637294  2.18066945  1.94643759  1.93947621],42.35851001739502,42.35851001739502,16
17,[59.71522666  3.73753188  3.78546548  3.53127703],[29.25786912  1.95447228  2.13754356  1.87096245],38.8696870803833,38.8696870803833,17
18,[58.63890722  4.19820723  3.11760023  3.2804815 ],[28.94932447  2.39867405  1.79051276  1.75388775],36.40647429227829,36.40647429227829,18
19,[59.10523926  3.67313672  3.55795848  3.32483086],[28.07427651  1.97486639  1.99766505  1.80289164],34.64076119661331,34.64076119661331,19
20,[56.40960478  3.29239529  3.27800947  3.44420999],[27.24770208  1.67591969  1.84496524  1.80437893],29.359389305114746,29.359389305114746,20
21,[55.11605342  4.05723609  3.21949198  4.17275534],[26.6735064   2.06025797  1.82265988  2.11109016],30.427168130874634,29.359389305114746,20
22,[57.43418333  4.55399357  3.05649559  3.38754197],[28.01857649  2.28230467  1.73450194  1.80731578],37.644758462905884,29.359389305114746,20
23,[59.87392366  3.88726261  3.17802365  3.09595088],[29.00814625  2.13095629  1.81802967  1.69797022],35.55028319358826,29.359389305114746,20
24,[59.05729216  4.01707448  3.25855786  3.64828257],[29.00372169  2.3551964   1.87771346  1.8957555 ],31.377737879753113,29.359389305114746,20
25,[60.71247393  4.39430209  3.25855171  2.43523336],[29.77731683  2.30598301  1.86472877  1.38761106],28.57935655117035,28.57935655117035,25
26,[56.47060347  3.1951412   3.36134342  2.99783788],[27.2219463   1.67172326  1.88503809  1.69982557],25.301161766052246,25.301161766052246,26
27,[59.24794784  3.02085946  3.1178607   3.3587676 ],[28.98238805  1.59148305  1.75178953  1.8218094 ],20.105910301208496,20.105910301208496,27
28,[56.10674877  3.35233685  3.00390912  2.40366883],[27.66357127  1.76348877  1.70136744  1.30048856],13.205269455909729,13.205269455909729,28
29,[56.76414395  2.97862889  2.71278817  2.45361616],[28.41528816  1.52461142  1.53430744  1.33966306],9.461447909474373,9.461447909474373,29
30,[58.90616181  3.14635429  2.75791167  2.57448795],[29.02834286  1.60643304  1.55946177  1.40730566],8.790892958641052,8.790892958641052,30
31,[61.48065154  3.19491967  2.79103276  2.50031449],[30.89833176  1.60704009  1.56814088  1.4175199 ],8.365330517292023,8.365330517292023,31
32,[56.59472617  3.0511909   2.85051791  2.22214141],[28.54830237  1.49413672  1.58672508  1.21089928],5.91646608710289,5.91646608710289,32
33,[62.20027442  2.99388028  2.39651553  2.0914834 ],[30.65328833  1.47367892  1.37139926  1.13992525],4.737852394580841,4.737852394580841,33
34,[58.9991042   3.18978953  3.84514918  2.15982596],[29.16654371  1.70077426  2.17273618  1.15630043],11.597996354103088,4.737852394580841,33
35,[59.60477114  3.42267679  2.92536483  2.51794411],[29.43765654  1.81486609  1.75727753  1.29762766],16.3119093477726,4.737852394580841,33
36,[60.64482618  4.07969079  2.63922759  2.19813756],[30.01985256  2.30126008  1.57172371  1.18560439],16.29594361782074,4.737852394580841,33
37,[56.69163592  3.08551789  2.50594177  2.40812018],[28.05465491  1.68594936  1.42670957  1.3375714 ],8.460481733083725,4.737852394580841,33
38,[59.04143854  2.94775834  3.03709754  2.23938386],[30.72317507  1.49053533  1.71739734  1.23069986],2.967038668692112,2.967038668692112,38
39,[55.36772346  3.15101565  2.66059508  2.41024591],[27.74189359  1.50229145  1.48600214  1.2754907 ],-0.15470556914806366,-0.15470556914806366,39
40,[57.40674205  2.9319212   2.5581402   2.12262576],[28.5798007   1.40920062  1.46770655  1.12661089],0.9385627657175064,-0.15470556914806366,39
41,[59.46869235  3.58214584  2.53172619  3.00618959],[29.60737708  1.96995476  1.46857778  1.639465  ],10.491880595684052,-0.15470556914806366,39
42,[57.37096992  3.12610668  2.62150627  3.09081006],[28.06140231  1.62068809  1.51348961  1.53646808],22.675765842199326,-0.15470556914806366,39
43,[60.44080627  3.1092503   2.67273382  3.38625727],[30.17506792  1.7898999   1.52944562  1.76045761],20.443499326705933,-0.15470556914806366,39
44,[62.71684798  3.01651255  2.6381166   2.31512132],[31.8328802   1.57189879  1.49635081  1.27178445],12.467449307441711,-0.15470556914806366,39
45,[58.13047259  3.08703384  2.45296986  2.25083368],[28.94277354  1.54219168  1.40675263  1.20389758],-2.6069874316453934,-2.6069874316453934,45
46,[59.68296474  3.21006609  2.55036795  2.08248301],[29.58143095  1.70068935  1.4226408   1.11401823],-10.408147349953651,-10.408147349953651,46
47,[57.52512067  2.69975967  2.37151675  2.4117435 ],[28.73370854  1.41154083  1.35072689  1.321123  ],-11.206187017261982,-11.206187017261982,47
48,[54.64427155  3.00061755  2.47122556  2.35507103],[27.5976274   1.48004999  1.42319594  1.22936171],-6.9372109696269035,-11.206187017261982,47
49,[55.55443334  3.3297886   2.72037583  2.0540538 ],[27.78153086  1.83211766  1.57467279  1.10734537],-0.5519557893276215,-11.206187017261982,47
50,[57.81176405  3.12671567  2.53083573  2.1551079 ],[28.70217114  1.61586475  1.4298233   1.14254064],-1.5286089777946472,-11.206187017261982,47
51,[59.67600009  2.9169347   2.56525148  2.34711385],[30.75364837  1.49131227  1.45633182  1.3078792 ],-7.807052455842495,-11.206187017261982,47
52,[56.21147998  3.00185733  2.31567977  2.22362008],[27.99534263  1.50337004  1.31767119  1.21936453],-4.164496660232544,-11.206187017261982,47
53,[59.10929582  2.99544295  2.2707918   2.16259428],[29.53244273  1.47849876  1.29162924  1.17346769],-13.052306555211544,-13.052306555211544,53
54,[57.80953182  3.51356813  2.617838    2.66355669],[29.03087936  1.88835937  1.43739387  1.40664432],-11.356542199850082,-13.052306555211544,53
55,[58.1357      3.08538322  2.72144201  2.15974624],[29.19145003  1.50701605  1.49570333  1.1403205 ],-6.478514611721039,-13.052306555211544,53
56,[56.8062765   3.16400271  2.3571742   2.07700577],[28.66312539  1.62286345  1.33781503  1.10048485],-10.525133490562439,-13.052306555211544,53
57,[58.0545127   3.00775302  2.28968461  2.087979  ],[29.21481553  1.58926971  1.31375798  1.15056604],-16.211077332496643,-16.211077332496643,57
58,[57.18651722  2.80632678  2.22497522  2.57073038],[28.60484009  1.37505053  1.26468293  1.44269804],-19.62904667854309,-19.62904667854309,58
59,[56.78285276  2.89331941  2.39200884  2.13751453],[28.46413686  1.39200802  1.3469016   1.17105804],-21.688783049583435,-21.688783049583435,59
60,[57.719721    3.24889583  2.37095578  2.21584812],[29.29184293  1.64693408  1.32882512  1.23238078],-19.79030242562294,-21.688783049583435,59
61,[57.35553188  2.73073005  2.16748066  2.37696393],[28.40903031  1.35176604  1.20813959  1.31780224],-11.767372727394104,-21.688783049583435,59
62,[57.50932352  2.89295375  2.39091557  2.10077054],[28.5024838   1.44424055  1.37301654  1.15483775],-17.59221923351288,-21.688783049583435,59
63,[56.91119292  2.79405838  2.14916692  2.0815529 ],[28.19692346  1.3329039   1.21058273  1.13852579],-19.76656824350357,-21.688783049583435,59
64,[57.81089775  2.93019743  2.27736399  2.25022003],[28.86174952  1.40073301  1.29348576  1.25703374],-23.868479013442993,-23.868479013442993,64
65,[58.10030618  3.050338    2.30769463  2.03719122],[29.02028916  1.64242474  1.29988677  1.09019995],-20.537147641181946,-23.868479013442993,64
66,[56.85447316  2.9296781   2.14483925  2.28248239],[28.24532309  1.46786391  1.20525135  1.267354  ],-22.325504899024963,-23.868479013442993,64
67,[57.69276126  3.01074861  2.26318667  1.9884331 ],[28.59591514  1.46081076  1.27582512  1.07542785],-22.653969407081604,-23.868479013442993,64
68,[57.36241763  3.16058638  2.70489332  2.29934662],[28.26446541  1.5316629   1.48133754  1.26050548],-17.140524461865425,-23.868479013442993,64
69,[59.35224914  2.87057283  2.28861158  2.14645408],[30.00162746  1.40520557  1.2561121   1.14687133],-18.88231897354126,-23.868479013442993,64
70,[57.35453735  3.12460604  2.1413487   2.29001812],[28.75876635  1.58189414  1.20361915  1.22927691],-22.002840399742126,-23.868479013442993,64
71,[57.9743411   3.35239345  2.16887744  2.15543583],[28.58114784  1.77510075  1.20779048  1.14015438],-18.47265088558197,-23.868479013442993,64
72,[56.67400458  2.79589376  2.25815168  2.0376754 ],[28.74682587  1.3876995   1.24043222  1.13604353],-29.166619300842285,-29.166619300842285,72
73,[58.03111795  3.0037049   2.49786966  2.12367078],[28.93713273  1.48260159  1.37458331  1.18150921],-24.474676370620728,-29.166619300842285,72
74,[55.99094977  3.05972342  1.92373628  2.55493212],[27.76767825  1.49057092  1.07042589  1.32923313],-13.937864862382412,-29.166619300842285,72
75,[57.94202869  2.96623566  1.9793681   2.05404059],[28.57205493  1.39582635  1.10274459  1.09755204],-20.761325001716614,-29.166619300842285,72
76,[59.16128343  2.9956951   2.38220574  2.0505581 ],[29.69532777  1.40107844  1.37249993  1.10375378],-27.05215549468994,-29.166619300842285,72
77,[57.65064961  2.93575027  1.98112278  1.9290579 ],[28.02215775  1.40248091  1.13042255  1.04082657],-31.482988357543945,-31.482988357543945,77
78,[57.28166716  2.91264669  2.30473015  2.08693743],[28.58274512  1.41688044  1.3274163   1.1593475 ],-35.98376274108887,-35.98376274108887,78
79,[57.8865163   3.14228641  2.13616346  2.04441271],[28.79179384  1.47757626  1.21024919  1.1634421 ],-35.536855697631836,-35.98376274108887,78
80,[57.06099023  3.12034465  2.19472164  2.10974634],[28.42383662  1.44144219  1.22332764  1.19254752],-32.759491205215454,-35.98376274108887,78
81,[58.51038947  3.10249232  2.09499397  1.95949254],[29.55002672  1.68916688  1.19543565  1.08416493],-28.320983171463013,-35.98376274108887,78
82,[58.77127806  3.06604184  2.22439443  2.27763328],[28.82842499  1.58722731  1.26734204  1.27243356],-22.893267571926117,-35.98376274108887,78
83,[56.30130204  2.72632039  2.10728852  2.43002073],[28.15009726  1.39439266  1.19511153  1.34842537],-21.829518854618073,-35.98376274108887,78
84,[58.8595672   2.69586437  2.08267119  1.92932012],[29.10037913  1.29648979  1.17467483  1.04289734],-30.209535837173462,-35.98376274108887,78
85,[58.97454164  3.20221134  2.56177294  1.96849722],[28.69693553  1.50927344  1.38118108  1.08712995],-27.740750312805176,-35.98376274108887,78
86,[56.08059087  3.29327799  2.00744922  2.32466965],[27.33759024  1.62446278  1.10618501  1.24365492],-26.06394135951996,-35.98376274108887,78
87,[56.37458448  2.70199052  1.95331708  1.99335315],[27.91232449  1.28858791  1.08334356  1.10867022],-23.503390789031982,-35.98376274108887,78
88,[55.61366764  2.98121466  2.18668756  2.06321951],[27.43521292  1.40511783  1.20481453  1.13155189],-30.536105394363403,-35.98376274108887,78
