Epoch: [RMSE Score] [CRPS Score]
1, [80.60143643 16.70174513 13.97287891 11.46294736], [43.67496314  9.98294653  8.35093671  6.75137031] 
2, [79.43468208 16.55326298 13.68427923 11.29073323], [43.30818059 10.40778395  8.45436191  6.93934851] 
3, [79.28358789 13.80454791 11.13416311  9.52873757], [42.7307375   8.22618459  6.47727972  5.61127961] 
4, [82.66531212  9.10017728  7.32967605  4.63304601], [45.297009    5.23481981  4.22942207  2.79781337] 
5, [80.51388097  6.06652195  4.87696312  4.05063181], [43.19304318  3.49185947  2.72641634  2.26153572] 
6, [80.52466425  6.19344104  4.34595978  3.77464953], [42.9387619   3.69683835  2.50029805  2.16439244] 
7, [79.76259987  5.40268214  5.22711     3.71203433], [42.43806417  3.02424372  3.11731969  2.0692259 ] 
8, [78.09689425  6.14671443  4.54613361  3.98450113], [41.36406383  3.61015966  2.58470688  2.19722944] 
9, [74.61911241  5.05859986  3.89419987  4.72072891], [39.91797545  2.69334283  2.39677309  2.80872751] 
10, [69.50528709  4.76042126  4.23702616  3.98029398], [35.12188402  2.64605123  2.49314399  2.19254512] 
11, [63.52728412  6.20734662  5.04851751  3.31364788], [32.98300736  3.71046722  3.00559116  1.88844869] 
12, [66.67400428  5.85987409  5.41492087  3.31521689], [33.08294181  3.48097309  3.13146058  1.86730223] 
13, [62.49445989  5.3449299   4.95503313  3.56615038], [31.66523908  3.10719585  3.15247586  1.97446518] 
14, [62.24489376  5.22342191  3.88661288  3.2516409 ], [33.54705524  2.90875696  2.28277361  1.91387151] 
15, [62.75624882  8.09104529  5.90008461  3.70672352], [31.82016907  4.74935856  3.46662259  2.03219901] 
16, [65.51393913  6.56312665  5.49955726  3.30021775], [33.30564512  3.75817731  3.27398374  1.81587774] 
17, [65.92834528  4.50554761  3.42369176  3.66161841], [33.65501757  2.62356043  1.96577368  2.03480067] 
18, [62.20716702  3.47409735  3.48765599  3.86895512], [31.67736445  1.91403508  2.02766602  2.15655301] 
19, [60.25930405  3.76160221  4.19377286  3.87986207], [30.22746474  1.96612069  2.47984215  2.19946353] 
20, [60.29083001  3.50558465  3.52542025  3.47909956], [30.66834047  1.90194904  2.0029649   1.98953489] 
21, [61.87477251  3.78136634  3.42735963  2.620384  ], [31.27273517  2.14361558  1.94354844  1.48470405] 
22, [62.06772305  3.4840919   3.63895065  3.03500576], [31.64715056  1.90731457  2.10122302  1.66473046] 
23, [60.80618923  3.83484214  3.5540489   3.05974533], [30.3381015   2.08897812  2.03869017  1.6915995 ] 
24, [62.59314346  3.45541157  3.84698036  3.03925481], [31.50129993  1.99377933  2.28339964  1.61651891] 
25, [61.18939185  4.1187138   3.21100803  3.50107111], [31.34520285  2.42096161  1.82663707  2.08497634] 
26, [66.13179876  6.48463411  3.22813466  2.88519816], [33.9767983   3.865139    1.83888508  1.62395424] 
27, [62.09917411  6.32352927  4.36151663  2.67934175], [32.21389707  3.74672399  2.6533177   1.54529916] 
28, [62.67802158  5.11867991  3.13128171  2.39999025], [31.6131976   2.88653325  1.79446864  1.3460584 ] 
29, [62.22959022  3.71715782  3.50212118  2.40032341], [30.29269111  1.95353853  2.04517271  1.36283586] 
30, [61.80911406  3.64617227  3.46053731  2.42339577], [31.31399823  2.093202    2.0230727   1.35125193] 
31, [62.09678141  3.17150696  3.61576578  2.25720761], [31.43723123  1.68749859  2.16276173  1.22743254] 
32, [61.76710303  3.28237347  3.23148708  2.35874677], [30.74101178  1.72940689  1.86581853  1.29456896] 
33, [61.83430541  3.47534446  2.8718354   2.27695559], [31.45732579  1.69893293  1.63820527  1.23955015] 
34, [60.12268304  4.29099268  2.83072668  2.46794176], [29.8523233   2.35552079  1.62202131  1.37148929] 
35, [60.65430376  4.09578565  2.74856735  3.10746739], [30.4224457   2.34180135  1.57889641  1.83676734] 
36, [63.27984872  3.51605894  3.57883479  2.92426317], [32.28973889  1.9353364   2.13052964  1.66847405] 
37, [61.64919774  3.25073453  2.77810125  2.6505794 ], [30.74225699  1.81813172  1.5942812   1.54580971] 
38, [60.21117716  3.72806874  2.60140752  2.35497763], [29.77615965  2.029614    1.48585626  1.28665716] 
39, [60.34975452  3.97761142  3.18104784  2.49803888], [29.97357038  2.16119346  1.83745668  1.40934862] 
40, [63.68331396  4.20961827  2.67254733  2.95329462], [31.30138356  2.16449923  1.52091051  1.71717477] 
41, [65.59999694  4.15964484  2.97614524  3.24654003], [33.47599838  2.31489645  1.73088899  1.83785691] 
42, [62.94043121  3.64026605  3.22903585  2.44652281], [31.72994506  2.08822598  1.91096845  1.35368658] 
43, [58.60767555  3.23629283  2.73876501  2.26070205], [29.95178782  1.60369924  1.56291368  1.22748166] 
44, [63.11927428  3.32861741  2.60918306  2.38560962], [31.49575454  1.67046806  1.47737397  1.31620934] 
45, [59.33486878  3.42143267  2.86323954  2.52071704], [30.0064944   1.72829712  1.64045691  1.46928729] 
46, [64.26452591  3.50380614  2.37345347  2.41058511], [31.27873961  1.78766114  1.3543047   1.38810032] 
47, [66.21642311  3.46149311  2.93315895  2.91512095], [33.04277992  1.7925402   1.71809981  1.84798304] 
48, [63.4791879   3.52131137  2.37998814  2.54285246], [31.78459906  2.03280957  1.35448328  1.48438396] 
49, [61.45512587  2.97401585  3.34588239  2.42127986], [31.42319926  1.51027323  1.99175367  1.34298795] 
50, [61.75060321  3.22478286  2.95582412  2.28591728], [30.60810313  1.59548994  1.68030859  1.30637406] 
51, [63.82047466  3.90665714  2.4571038   2.40891637], [31.72687621  2.10218832  1.40612711  1.33923767] 
52, [62.01907455  3.75077436  3.03888664  2.49522063], [30.97904279  2.03409861  1.76228747  1.38854972] 
